Rank,NCT Number,Title,Acronym,Status,Conditions.1,Conditions.2,Conditions.3,Conditions.4,Conditions.5,Conditions.6,Conditions.7,Interventions,Sponsor/Collaborators,Gender,Age,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Last Update Posted,Locations.1,Country,Generalized Condition,Has Chronic Condition,Condition Count,Total Days Taken
413.0,NCT04453852,Monovalent Recombinant COVID19 Vaccine,COVAX19,Recruiting,Coronavirus Infection,COVID-19,,,,,,Biological: COVID19 vaccine|Biological: Saline,Vaxine Pty Ltd|Central Adelaide Local Health Network Incorporated,All,"18 Years to 65 Years   (Adult, Older Adult)",40.0,Industry|Other,Interventional,2020-06-30,01/07/21,2021-01-07,01/07/20,01/07/20,"PARC,, Adelaide, South Australia",Australia,Respiratory Diseases,1,2,191.0
414.0,NCT04726176,COVID-19 and the Brain,,Recruiting,COVID-19,Brain,Neurocognition,fMRI,,,,Biological: Exposure to COVID-19,Vrije Universiteit Brussel|Universitair Ziekenhuis Brussel,All,"40 Years to 76 Years   (Adult, Older Adult)",40.0,Other,Observational,2021-01-30,01/07/21,2021-01-07,27/01/21,04/02/21,"Vrije Universiteit Brussel, Brussels",Belgium,Respiratory Diseases,1,4,-23.0
415.0,NCT04506528,The C3I COVID-19 Project,,Recruiting,COVID-19,Cancer,Nicotine Dependence,Pulmonary Disease,Cardiovascular Diseases,Immunosuppression Disorders,,,"University of Wisconsin, Madison|National Cancer Institute (NCI)",All,"Child, Adult, Older Adult",170000.0,Other|NIH,Observational,2020-10-08,01/01/23,2023-01-12,10/08/20,26/01/21,"University of Wisconsin School of Medicine and Public Health Center for Tobacco Research and Intervention, Madison, Wisconsin",United States,"Respiratory Diseases, Cancers",1,6,826.0
416.0,NCT04348422,Evaluating the Immune Response for COVID-19,COVIDIMMUNE,Recruiting,COVID-19,,,,,,,Diagnostic Test: COVID-19 RT-PCR|Diagnostic Test: COVID-19 Serology|Other: Symptoms questionnare,Assaf-Harofeh Medical Center,All,"18 Years and older   (Adult, Older Adult)",1000.0,Other,Observational,2020-01-05,01/12/21,2021-12-31,16/04/20,15/02/21,"Assaf-Harofeh Medical Center, Ramla",Israel,Respiratory Diseases,1,1,726.0
417.0,NCT04830683,Endothelial Dysfunction in Covid-19,ENDOCOVID,Recruiting,COVID-19,Hypoxemic Respiratory Failure,,,,,,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,All,"18 Years to 75 Years   (Adult, Older Adult)",85.0,Other,Observational,2020-04-27,25/03/21,2021-01-04,05/04/21,09/04/21,"Cliniques Universitaires Saint Luc, Brussels, Belgique",Belgium,Respiratory Diseases,1,2,252.0
418.0,NCT04706156,Oral Side Effects of COVID-19 Vaccine,,Recruiting,Oral Manifestations,COVID-19,Vaccine Adverse Reaction,,,,,Biological: COVID-19 Vaccine,Masaryk University|F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica|University of Giessen|University of Kiel|Yeditepe University,All,"18 Years and older   (Adult, Older Adult)",1540.0,Other,Observational,2021-01-27,28/02/21,2021-03-31,12/01/21,25/02/21,"Department of Public Health, Faculty of Medicine, Masaryk University, Brno, South-Moravia, Czechia|Department of Cranio-Maxillofacial Surgery, Justus-Liebig University Giessen, Giessen, Hesse, Germany|Clinic for Conservative Dentistry and Periodontology, School of Dental Medicine, Christian-Albrecht's University, Kiel, Schleswig-Holstein, Germany|Department of Maxillofacial Surgery, F. D. Roosevelt University Hospital, Banská Bystrica, Banska Bystrica",Slovakia,Respiratory Diseases,1,3,63.0
419.0,NCT04701944,Clinical Study of Pregnant Women With COVID-19,PregWom-Covid,Recruiting,COVID-19,,,,,,,,"University Hospital, Strasbourg, France",Female,"18 Years and older   (Adult, Older Adult)",54.0,Other,Observational,2020-04-21,21/04/21,2021-04-21,08/01/21,08/01/21,"Department of Gynecology-Obstetrics and Fertility - Strasbourg University Hospitals, Strasbourg",France,Respiratory Diseases,1,1,365.0
420.0,NCT04374123,COVID-19 Serology Screening and Strict Protocol in the Endoscopy Unit,,Completed,COVID-19,,,,,,,Diagnostic Test: Serological screening for IgG and IgM antibodies against COVID-19,Instituto Ecuatoriano de Enfermedades Digestivas,All,"18 Years to 80 Years   (Adult, Older Adult)",111.0,Other,Observational,2020-04-20,20/05/20,2020-06-15,05/05/20,28/07/20,"Ecuadorian Institute of Digestive Diseases, Guayaquil, Guayas",Ecuador,Respiratory Diseases,1,1,56.0
421.0,NCT04389476,The Impact and Coping Strategy of COVID-19 Among Taiwan Society and Medical and Nursing Institutes,,Not yet recruiting,COVID-19,,,,,,,Other: Standardized crisis management and coping protocol plan toward Coronavirus disease 2019 (COVID-19),Kaohsiung Kai-Suan Psychiatric Hospital,All,"20 Years and older   (Adult, Older Adult)",2500.0,Other,Observational,2020-06-15,31/07/23,2023-07-31,15/05/20,16/06/20,,,Respiratory Diseases,1,1,1141.0
422.0,NCT04470414,COVID-19 IgG Antibodies in the Serum of Recovered Patients,,Not yet recruiting,COVID-19,,,,,,,Diagnostic Test: IgG antibodies immunoassay,Assiut University,All,"20 Years and older   (Adult, Older Adult)",100.0,Other,Observational,2020-01-08,01/07/21,2021-01-09,14/07/20,16/07/20,"Faculty of medicine- Assiut university, Assiut",Egypt,Respiratory Diseases,1,1,367.0
423.0,NCT04709302,Effects of COVID-19 on Endothelium in HIV-Positive Patients in Sub-Saharan Africa,ENDOCOVID,Recruiting,COVID-19,Hiv,ART,,,,,Biological: COVID-19|Biological: HIV|Drug: ART,Medical University of Graz|University of Olso|Kristiania University College|Walter Sisulu University|Lagos State University|Management Sciences for Health,All,"18 Years and older   (Adult, Older Adult)",342.0,Other,Observational,2021-01-02,01/06/22,2022-01-12,14/01/21,14/01/21,"University of Ilorin Teaching Hospital, Ilorin, Kwara State, Nigeria|Lagos Stae University Teaching Hospital Ikeja, Lagos, Nigeria|Walter Sisulu University, Mthatha",South Africa,Respiratory Diseases,1,3,375.0
424.0,NCT04753463,Assessment of the Impact of COVID-19 Pandemic on Residents Training and Mental Health in Poland,,Not yet recruiting,COVID-19,,,,,,,Other: Survey,Medical University of Bialystok,All,25 Years to 35 Years   (Adult),130.0,Other,Observational,2021-03-15,28/03/21,2021-04-15,15/02/21,11/03/21,"Medical University, Białystok, Poland|Ophthalmology Clinic Medical University of Bialystok, Białystok",Poland,Respiratory Diseases,1,1,31.0
425.0,NCT04516928,Study of SARS-CoV2 Virus (COVID-19) Seroprevalence Among Lyon-Bron Military Health Schools Personnel,SeroCovEms,Completed,SARS-CoV Infection,COVID-19,,,,,,Diagnostic Test: Anti-SARS-CoV2 Serology|Other: Questionnaire,Direction Centrale du Service de Santé des Armées,All,"18 Years and older   (Adult, Older Adult)",392.0,Other,Observational,2020-09-21,25/09/20,2020-09-25,18/08/20,09/03/21,"Antenne Médicale des Ecoles Militaires de Santé de Lyon-Bron (EMSLB), Bron",France,Respiratory Diseases,1,2,4.0
426.0,NCT04573855,TREATMENT WITH ANTI-SARS-COV-2 IMMUNOGLOBULIN IN PATIENTS WITH COVID-19,,Not yet recruiting,COVID-19,,,,,,,Biological: Anti-SARS-CoV-2 immunoglobulin,D'Or Institute for Research and Education,All,"18 Years to 75 Years   (Adult, Older Adult)",41.0,Other,Interventional,2020-01-12,28/02/21,2021-03-31,05/10/20,05/10/20,,,Respiratory Diseases,1,1,444.0
427.0,NCT04501458,Western Kenya Integrated COVID-19 Response,,"Active, not recruiting",COVID-19,,,,,,,"Other: Training of youth, community health assistants and community health workers.|Other: Training clinicians in basic critical care and the management of severe COVID-19 cases",Surgical Systems Research Group|Wellcome Trust|Tropical Institute of Community Health,All,"18 Years to 100 Years   (Adult, Older Adult)",200000.0,Other,Interventional,2020-10-08,10/06/21,2021-10-06,06/08/20,16/02/21,"Surgical Systems Research Group/Tropical Institute of Community Health, Kisumu",Kenya,Respiratory Diseases,1,1,363.0
428.0,NCT04651790,"Efficacy, Safety, and Immunogenicity of Two Vaccination Schedules of an Inactivated Vaccine Against COVID-19 in Adults",CoronaVac3CL,Recruiting,COVID-19,Vaccines,,,,,,Biological: SARS-CoV-2 inactivated vaccine,"Pontificia Universidad Catolica de Chile|Ministry of Health, Chile|Sinovac Biotech Co., Ltd",All,"18 Years and older   (Adult, Older Adult)",2300.0,Other|Industry,Interventional,2020-11-27,01/01/22,2022-01-03,03/12/20,02/03/21,"Centro de Especialidades Médicas, Red de Salud UC Christus, Santiago, RM",Chile,Respiratory Diseases,1,2,402.0
429.0,NCT04393961,At-Home COVID-19 Antibody Test Usability Assessment & Behavior Change Study,,Recruiting,COVID-19,COVID-19,Coronavirus,,,,,Device: Premier Biotech COVID-19 IgG/IgM Rapid test Cassette,ProofPilot|Radish Health|Sanesco,All,"18 Years to 100 Years   (Adult, Older Adult)",600.0,Industry|Other,Interventional,2020-05-04,29/07/20,2020-08-29,19/05/20,19/05/20,"ProofPilot Online App (https://p.proofpilot.com), New York, New York",United States,Respiratory Diseases,1,3,117.0
430.0,NCT04423315,Thrombosis Risk Assessment and Clinical Presentation of Covid-19 Pneumonia,Covid-19,Completed,Corona Virus Infection,Thromboembolic Disease,,,,,,,Nisantasi University,All,"18 Years to 99 Years   (Adult, Older Adult)",70.0,Other,Observational,2020-08-06,15/07/20,2020-07-20,09/06/20,23/09/20,"Vital Hospital, Bahcelievler, Istanbul",Turkey,Respiratory Diseases,1,2,-17.0
431.0,NCT04361916,Home Care for Patients With COVID-19: Active Monitoring in Two Italian Health Units (Casale Monferrato and Torino),Mon-Covid,Terminated,COVID-19,,,,,,,Other: home care monitoring,Mario Negri Institute for Pharmacological Research,All,"18 Years and older   (Adult, Older Adult)",37.0,Other,Interventional,2020-04-21,30/06/20,2020-06-30,24/04/20,14/09/20,"Asl Alessandria, Casale Monferrato, Alessandria",Italy,Respiratory Diseases,1,1,70.0
432.0,NCT04367740,"ScreenNC, a Study to Determine the Number of Asymptomatic Individuals Who Have Antibodies to the Virus That Causes COVID-19",,Enrolling by invitation,Asymptomatic Condition,Infection Viral,Coronavirus Infections,Severe Acute Respiratory Syndrome Coronavirus 2,Coronaviridae Infections,RNA Virus Infections,Virus Diseases,Diagnostic Test: To assess for development of IgG antibodies against SARS-CoV2,"University of North Carolina, Chapel Hill",All,"18 Years to 99 Years   (Adult, Older Adult)",10000.0,Other,Observational,2020-04-28,01/12/21,2021-01-12,29/04/20,26/03/21,"Center for Environmental Medicine, Asthma and Lung Biology, Chapel Hill, North Carolina",United States,Respiratory Diseases,1,7,259.0
433.0,NCT04515199,Home Management of Adult Egyptian Mild COVID-19 Cases,COVID-19,Recruiting,COVID-19,Telemedicine,Quality of Life,Safety Issues,Symptoms,,,,Cairo University,All,"18 Years to 65 Years   (Adult, Older Adult)",400.0,Other,Observational,2020-01-07,01/01/21,2021-01-03,17/08/20,17/08/20,"Faculty of Medicine Cairo University, Cairo",Egypt,Respiratory Diseases,1,5,362.0
434.0,NCT04404270,Study of SARS-CoV2 Virus (COVID-19) Seroprevalence in the Population of Creil Air Force Base (BA110),EpiCovCreil,"Active, not recruiting",Sars-CoV2,,,,,,,Diagnostic Test: Anti-SARS-CoV2 Serology|Behavioral: Questionnaire|Diagnostic Test: Anti-SARS-CoV2 serological controls and serum neutralization,Direction Centrale du Service de Santé des Armées,All,"18 Years and older   (Adult, Older Adult)",1146.0,Other,Observational,2020-05-26,01/03/21,2021-01-03,27/05/20,09/03/21,"24e antenne médicale de Creil, Creil",France,Respiratory Diseases,1,1,222.0
435.0,NCT04554979,COVID-19 Disease Duration and GIT Manifestations. A New Disease Severity Classification. An Egyptian Experience,,Completed,COVID-19,Diarrhea,,,,,,Drug: Hydroxychloroquine Pill,Cairo University,All,"18 Years and older   (Adult, Older Adult)",199.0,Other,Observational,2020-01-06,15/07/20,2020-07-15,18/09/20,22/09/20,"Faculty of Medicine Cairo University, Cairo",Egypt,Respiratory Diseases,1,2,191.0
436.0,NCT04832022,Longitudinal Follow-up of Patients With Chronic Inflammatory Rheumatisms (CIRs) Vaccinated Against COVID-19 Compared to Patients Refusing Vaccination,COVID-RIC3,Not yet recruiting,Rheumatic Diseases,SARS-CoV Infection,COVID-19,,,,,Other: Biological samples,"University Hospital, Montpellier",All,"18 Years and older   (Adult, Older Adult)",1500.0,Other,Observational,2021-01-04,01/04/23,2023-01-08,05/04/21,05/04/21,,,Respiratory Diseases,1,3,734.0
437.0,NCT04388527,COVID-19 Convalescent Plasma for Mechanically Ventilated Population,,"Active, not recruiting",COVID-19,,,,,,,Biological: COVID-19 Convalescent Plasma,University of Pennsylvania,All,"18 Years and older   (Adult, Older Adult)",50.0,Other,Interventional,2020-04-30,29/12/20,2021-05-30,14/05/20,14/04/21,"Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania",United States,Respiratory Diseases,1,1,395.0
438.0,NCT04368234,Duke COVID-19 Shared Data and Specimen Repository,,Recruiting,COVID-19,,,,,,,,Duke University,All,"Child, Adult, Older Adult",100000.0,Other,Observational,2020-04-18,30/04/25,2025-04-30,29/04/20,23/07/20,"Duke University Medical Center, Durham, North Carolina",United States,Respiratory Diseases,1,1,1838.0
439.0,NCT04760184,Impact of COVID-19 After Autologous Hematopoietic Stem Cell Transplantation in Sweden,AutoCOVID-19,Not yet recruiting,COVID-19,Myeloma Multiple,Malignant Lymphoma,Hematologic Neoplasms,Stem Cell Transplant Complications,,,Other: Autologous stem cell transplantation,"Uppsala University|Karolinska University Hospital|Sahlgrenska University Hospital, Sweden|Lund University Hospital|University Hospital, Linkoeping|University Hospital, Umeå|Region Örebro County|Uppsala University Hospital",All,"18 Years and older   (Adult, Older Adult)",30.0,Other,Observational,2021-01-04,30/06/21,2021-12-31,18/02/21,18/02/21,,,Respiratory Diseases,1,5,361.0
440.0,NCT04390165,Malaysian COVID-19 Anosmia Study (Phase 1) - A Nationwide Multicentre Cross-Sectional Study,,Completed,SARS-CoV Infection,COVID-19,Anosmia,Dysgeusia,,,,Other: Patient-Reported Online Questionnaire on Olfactory & Taste Disturbances,"Hospital Sultanah Bahiyah|Hospital Tuanku Fauziah, Kangar, Perlis|Penang Hospital, Malaysia|Hospital Raja Permaisuri Bainun|Hospital Sungai Buloh, Selangor|Kuala Lumpur General Hospital|Hospital Tuanku Jaafar, Seremban, Negeri Sembilan|Hospital Melaka, Melaka|Hospital Enche Besar Hajjah Khalsom, Kluang, Johor|Hospital Raja Perempuan Zainab II, Kota Bahru, Kelantan|Hospital Sultanah Nur Zahirah, Kuala Terengganu, Terengganu|Hospital Tengku Ampuan Afzan, Kuantan, Pahang|Sarawak General Hospital|Hospital Queen Elizabeth, Malaysia",All,"18 Years and older   (Adult, Older Adult)",498.0,Other,Observational,2020-06-06,30/11/20,2020-11-30,15/05/20,25/02/21,"Hospital Enche' Besar Hajjah Khalsom, Kluang, Johor, Malaysia|Hospital Sultanah Bahiyah, Alor Setar, Kedah, Malaysia|Hospital Raja Perempuan Zainab II, Kota Bharu, Kelantan, Malaysia|Hospital Tuanku Jaafar, Seremban, Negeri Sembilan, Malaysia|Hospital Tengku Ampuan Afzan, Kuantan, Pahang, Malaysia|Penang Hospital, George Town, Penang, Malaysia|Hospital Raja Permaisuri Bainun, Ipoh, Perak, Malaysia|Hospital Tuanku Fauziah, Kangar, Perlis, Malaysia|Hospital Queen Elizabeth, Kota Kinabalu, Sabah, Malaysia|Sarawak General Hospital, Kuching, Sarawak, Malaysia|Hospital Sungai Buloh, Sungai Buloh, Selangor, Malaysia|Hospital Sultanah Nur Zahirah, Kuala Terengganu, Terengganu, Malaysia|Kuala Lumpur General Hospital, Kuala Lumpur, Malaysia|Hospital Melaka, Melaka",Malaysia,Respiratory Diseases,1,4,177.0
441.0,NCT04589936,Prone Position to Improve Oxygenation in COVID-19 Patients Outside Critical Care,PRONE-COVID,Recruiting,Pneumonia,COVID-19,,,,,,Procedure: Prone positioning,Cambridge University Hospitals NHS Foundation Trust,All,"18 Years and older   (Adult, Older Adult)",56.0,Other,Interventional,2020-03-09,30/06/21,2021-06-30,19/10/20,19/10/20,"Cambridge University Hospitals NHS Foundation Trust, Cambridge, Cambridgeshire",United Kingdom,Respiratory Diseases,1,2,478.0
442.0,NCT04605757,Long-term Evolution of Pulmonary Involvement of Novel SARS-COV-2 Infection (COVID-19): Follow the Covid Study,,Recruiting,SARS-COV-2 Pneumonia,,,,,,,"Other: Clinical, functional and radiological lung involvement evolution",IRCCS Azienda Ospedaliero-Universitaria di Bologna,All,"18 Years and older   (Adult, Older Adult)",100.0,Other,Observational,2020-07-30,30/04/21,2021-07-30,28/10/20,12/01/21,"Respiratory and Critical Care Unit - S.Orsola-Malpighi University Hospital, Bologna",Italy,Respiratory Diseases,1,1,365.0
443.0,NCT04490174,Serological Surveillance for COVID-19 in Central North Carolina,,Recruiting,COVID-19,,,,,,,,National Institute of Environmental Health Sciences (NIEHS)|National Institutes of Health Clinical Center (CC),All,"18 Years and older   (Adult, Older Adult)",2500.0,NIH,Observational,2020-08-01,01/06/22,2022-01-06,29/07/20,12/03/21,"NIEHS Clinical Research Unit (CRU), Research Triangle Park, North Carolina",United States,Respiratory Diseases,1,1,523.0
444.0,NCT04710316,"Study of COVID-19 Outbreak in Hospital Departments of Bamako, Mali",BAMACOV,Not yet recruiting,COVID-19,,,,,,,Diagnostic Test: SARS-CoV-2 screening by molecular biology|Diagnostic Test: Serological screening,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",450.0,Other,Interventional,2021-01-30,30/04/22,2022-09-30,14/01/21,14/01/21,"Hopital du Point-G, Bamako, Mali|Hopital Gabriel Toure, Bamako, Mali|Hôpital dermatologique de Bamako, Bamako, Mali|Hôpital du Mali, Bamako",Mali,Respiratory Diseases,1,1,608.0
